"gene_id","baseMean","log2FoldChange","lfcSE","pvalue","padj","significant","direction"
"Gene0825",79.4231736023248,-0.120376747604702,0.210411821619898,0.412964627556921,0.924190118190756,FALSE,"Not significant"
"Gene0844",46.0979432247474,0.116001385667861,0.223441338435394,0.432302197650434,0.924190118190756,FALSE,"Not significant"
"Gene0856",260.927145857203,0.105927311764266,0.248159334066262,0.436776091339662,0.924190118190756,FALSE,"Not significant"
"Gene0864",728.295529368484,0.109273777115992,0.184462431249313,0.438927940005062,0.924190118190756,FALSE,"Not significant"
"Gene0877",67.8813273224652,-0.115863567100536,0.220153792493707,0.431542929403574,0.924190118190756,FALSE,"Not significant"
"Gene0900",57.813560679816,-0.119898900756958,0.221039843551318,0.409897679813818,0.924190118190756,FALSE,"Not significant"
"Gene0920",139.887244807912,-0.114428100403629,0.234438197642322,0.422600939882498,0.924190118190756,FALSE,"Not significant"
"Gene0922",212.101642434221,-0.11533277096529,0.192879375041672,0.422910518979999,0.924190118190756,FALSE,"Not significant"
"Gene0925",61.0463051375845,-0.113223775006829,0.223511513541683,0.431915345481186,0.924190118190756,FALSE,"Not significant"
"Gene0957",75.333070153652,-0.112253217374971,0.202143197313612,0.440658033015862,0.924190118190756,FALSE,"Not significant"
"Gene0456",198.959901930586,-0.11134519974132,0.207248462646752,0.446326129275414,0.927345676162572,FALSE,"Not significant"
"Gene0638",286.510031221211,-0.108319772572245,0.181859510161644,0.44579693498876,0.927345676162572,FALSE,"Not significant"
"Gene0996",364.485929861998,0.112166548595723,0.218632351425226,0.446274252481798,0.927345676162572,FALSE,"Not significant"
"Gene0303",37.0803696038774,0.107202128282597,0.23311562578129,0.45087052199078,0.934130016414379,FALSE,"Not significant"
"Gene0357",228.946349610661,0.109938753492193,0.218033180781143,0.452235263668218,0.934130016414379,FALSE,"Not significant"
"Gene0631",40.1622975646664,-0.110026936619203,0.223733245890935,0.452424952338208,0.934130016414379,FALSE,"Not significant"
"Gene0118",32.1267291751796,-0.108299830660412,0.232626967933797,0.455206577252498,0.937915218547335,FALSE,"Not significant"
"Gene0018",264.400155954682,0.0991322010286579,0.238548143214212,0.47180705434329,0.939425497249098,FALSE,"Not significant"
"Gene0137",32.1480846858237,0.100467074779852,0.230039293680343,0.478280383205381,0.939425497249098,FALSE,"Not significant"
"Gene0183",36.0510939680937,0.0927456438377915,0.229396760836789,0.520217529535881,0.939425497249098,FALSE,"Not significant"
"Gene0186",128.551465957866,0.0945814766841893,0.200254201266291,0.513344054413844,0.939425497249098,FALSE,"Not significant"
"Gene0201",110.802022055454,-0.100449700911511,0.234824086563054,0.460938049708997,0.939425497249098,FALSE,"Not significant"
"Gene0223",496.186653093717,-0.0932230733296601,0.212077870013914,0.518077597551494,0.939425497249098,FALSE,"Not significant"
"Gene0224",110.941690225257,-0.0987421723243845,0.215150567853098,0.493930803908429,0.939425497249098,FALSE,"Not significant"
"Gene0254",42.4189634156886,-0.0951565093326583,0.208079010821986,0.512102278249084,0.939425497249098,FALSE,"Not significant"
"Gene0256",378.641214114869,-0.100411932296087,0.191137831379687,0.483275668746767,0.939425497249098,FALSE,"Not significant"
"Gene0259",21.7557334012549,0.0952053440104155,0.219898481972318,0.51297548400487,0.939425497249098,FALSE,"Not significant"
"Gene0267",173.634333807402,0.0984246634509727,0.196107694243471,0.49256086968327,0.939425497249098,FALSE,"Not significant"
"Gene0274",109.539318227798,0.0990141936566161,0.213905910646807,0.500056847403651,0.939425497249098,FALSE,"Not significant"
"Gene0278",197.394439225616,-0.0933747986823666,0.182235187311615,0.507225366127016,0.939425497249098,FALSE,"Not significant"
"Gene0284",123.642961425705,0.0933619560120449,0.231057978513168,0.516367978168492,0.939425497249098,FALSE,"Not significant"
"Gene0310",48.1304359292779,0.0941708361339264,0.219191052993196,0.508970990521236,0.939425497249098,FALSE,"Not significant"
"Gene0311",254.507400756893,-0.099957887064998,0.239867660542642,0.466656391055194,0.939425497249098,FALSE,"Not significant"
"Gene0312",226.097728382993,-0.100748851904305,0.204970842836002,0.48972694433795,0.939425497249098,FALSE,"Not significant"
"Gene0322",211.09820180968,0.101902817794174,0.214824514970094,0.479824452590416,0.939425497249098,FALSE,"Not significant"
"Gene0326",87.7800834582883,-0.101140338986612,0.184572403034306,0.475423266036007,0.939425497249098,FALSE,"Not significant"
"Gene0329",36.2646444006383,-0.0969282478676715,0.224510697176633,0.501805601403465,0.939425497249098,FALSE,"Not significant"
"Gene0346",83.3028136492431,-0.0935325434650348,0.241869425882941,0.495214852496784,0.939425497249098,FALSE,"Not significant"
"Gene0374",101.019583895676,-0.0970417008299979,0.216029753266408,0.503702411220325,0.939425497249098,FALSE,"Not significant"
"Gene0375",148.424587572558,-0.105445549822001,0.209651149161882,0.469491205438508,0.939425497249098,FALSE,"Not significant"
"Gene0383",88.4305354008786,0.0939466467790477,0.198665814028244,0.516764709301044,0.939425497249098,FALSE,"Not significant"
"Gene0384",35.1821752921361,0.102228208036641,0.215014289734473,0.485227458922669,0.939425497249098,FALSE,"Not significant"
"Gene0402",56.4924376717011,0.0911763536742063,0.235122065591331,0.51711623426654,0.939425497249098,FALSE,"Not significant"
"Gene0415",36.8351341703195,0.0958416892828494,0.213982312870681,0.506570381861555,0.939425497249098,FALSE,"Not significant"
"Gene0429",49.962381094546,-0.0929201090244492,0.214915439436913,0.521397316540837,0.939425497249098,FALSE,"Not significant"
"Gene0457",82.6852943715443,-0.0943013223891784,0.207293557537262,0.513349450017259,0.939425497249098,FALSE,"Not significant"
"Gene0462",69.2797724201968,-0.10173802794926,0.22716574848022,0.480005977698601,0.939425497249098,FALSE,"Not significant"
"Gene0505",34.6712181869607,0.0964354438065953,0.23012165401841,0.504556129507577,0.939425497249098,FALSE,"Not significant"
"Gene0507",111.934982087701,-0.0994029661480097,0.211598390749089,0.495001611601759,0.939425497249098,FALSE,"Not significant"
"Gene0512",164.289609094199,-0.0992248896258685,0.190765418387079,0.486700174102081,0.939425497249098,FALSE,"Not significant"
"Gene0525",25.3655789331553,0.103311776534674,0.227582822685987,0.478914079070606,0.939425497249098,FALSE,"Not significant"
"Gene0526",90.0035957250487,0.105110695454604,0.211141992896624,0.472890137355113,0.939425497249098,FALSE,"Not significant"
"Gene0539",100.20201095666,-0.0925620800621753,0.232943321825331,0.495640994734462,0.939425497249098,FALSE,"Not significant"
"Gene0543",164.687686049862,-0.103458357970169,0.201402103304466,0.471140664523802,0.939425497249098,FALSE,"Not significant"
"Gene0549",211.547522805518,-0.100083012655382,0.211273461692267,0.486710405270537,0.939425497249098,FALSE,"Not significant"
"Gene0558",33.5584260980115,0.0936085617205087,0.214968101852227,0.517683585974974,0.939425497249098,FALSE,"Not significant"
"Gene0593",70.9342997067545,0.0986106916048726,0.240093107091824,0.486830842882715,0.939425497249098,FALSE,"Not significant"
"Gene0601",157.282340758318,0.0995356619235146,0.189768389251374,0.487923730122951,0.939425497249098,FALSE,"Not significant"
"Gene0609",495.179736631154,0.102803197027312,0.206344835644482,0.482553284943962,0.939425497249098,FALSE,"Not significant"
"Gene0615",93.2652439765645,0.0928287258614801,0.226487160678392,0.521480887755061,0.939425497249098,FALSE,"Not significant"
"Gene0627",273.393169188084,0.0899327804840204,0.238211207638251,0.512467218496189,0.939425497249098,FALSE,"Not significant"
"Gene0669",91.727416152883,-0.0915558109701761,0.237071894275695,0.49890425657799,0.939425497249098,FALSE,"Not significant"
"Gene0672",25.9829774075337,0.0940258359654486,0.226050534642092,0.51075451702142,0.939425497249098,FALSE,"Not significant"
"Gene0677",67.072429365429,-0.0982309506228664,0.228049413188439,0.494950091055221,0.939425497249098,FALSE,"Not significant"
"Gene0706",158.950978747803,0.103361922268501,0.208486579022326,0.478494485455082,0.939425497249098,FALSE,"Not significant"
"Gene0710",172.202223683759,0.105027978964588,0.205264897991781,0.472601266391797,0.939425497249098,FALSE,"Not significant"
"Gene0711",9.47406134167858,0.0974070244843739,0.247738284754128,0.481789061117322,0.939425497249098,FALSE,"Not significant"
"Gene0716",71.7740597555437,-0.106101088901939,0.205964884368535,0.466979255948202,0.939425497249098,FALSE,"Not significant"
"Gene0730",58.0738982620711,0.0845472459797257,0.243286159082738,0.520754925746786,0.939425497249098,FALSE,"Not significant"
"Gene0739",7.82911668724589,-0.0911079431426192,0.250098726699543,0.499684616129934,0.939425497249098,FALSE,"Not significant"
"Gene0768",97.9216126731781,-0.091287204569352,0.18640252834244,0.519895146477648,0.939425497249098,FALSE,"Not significant"
"Gene0770",17.1379115547903,-0.0976598543510868,0.237328682423548,0.489996879558879,0.939425497249098,FALSE,"Not significant"
"Gene0772",248.999332105658,0.093043565524183,0.226573535808397,0.519594765916626,0.939425497249098,FALSE,"Not significant"
"Gene0777",81.793640361451,0.0912969727272164,0.225838046292081,0.514940064779637,0.939425497249098,FALSE,"Not significant"
"Gene0804",42.5920342965924,0.106531819338629,0.222223081721095,0.467406907662043,0.939425497249098,FALSE,"Not significant"
"Gene0838",170.840702874117,0.103948620046202,0.19697487178631,0.474959902010249,0.939425497249098,FALSE,"Not significant"
"Gene0840",23.6175852840283,0.103967604518535,0.234018676497762,0.464432432314207,0.939425497249098,FALSE,"Not significant"
"Gene0878",101.59709804634,-0.0978230961206281,0.206126041362169,0.5012818768449,0.939425497249098,FALSE,"Not significant"
"Gene0887",148.89653339816,-0.0948982493135616,0.208099908534168,0.513986505026786,0.939425497249098,FALSE,"Not significant"
"Gene0889",81.6294629054982,0.0928455108224751,0.240695024533739,0.505000601777927,0.939425497249098,FALSE,"Not significant"
"Gene0935",15.0681991081715,0.10424614894843,0.231863023528533,0.472511786824353,0.939425497249098,FALSE,"Not significant"
"Gene0936",305.444233133571,-0.0986918392092301,0.210033591487648,0.493564747283556,0.939425497249098,FALSE,"Not significant"
"Gene0949",83.3107327677297,0.108481346411294,0.213237921219239,0.46189678640257,0.939425497249098,FALSE,"Not significant"
"Gene0951",455.283409531218,-0.0918864236029612,0.229878244546081,0.508029376778303,0.939425497249098,FALSE,"Not significant"
"Gene0972",69.9641149593322,0.102493087058147,0.229411148364278,0.477725401975889,0.939425497249098,FALSE,"Not significant"
"Gene0994",132.95424955576,-0.0974037414521759,0.229127831522214,0.497535354021689,0.939425497249098,FALSE,"Not significant"
"Gene0829",44.817594953271,0.0932335991259591,0.215192817036026,0.522962495532334,0.940381651057233,FALSE,"Not significant"
"Gene0202",37.3217315504333,-0.0908716174770895,0.221713046213852,0.525386774556779,0.940477315515959,FALSE,"Not significant"
"Gene0269",11.382923888377,-0.0840220547064054,0.246982715396798,0.525049818177205,0.940477315515959,FALSE,"Not significant"
"Gene0364",25.2382924681484,-0.0877521842203631,0.233582597599049,0.525868509080208,0.940477315515959,FALSE,"Not significant"
"Gene0116",25.7883767079637,0.0883474853593994,0.221767025562542,0.539041620842834,0.941002415838093,FALSE,"Not significant"
"Gene0144",32.0318131510196,-0.0892065960346996,0.216437419694398,0.538363293174835,0.941002415838093,FALSE,"Not significant"
"Gene0148",99.9627162385883,-0.0557309069192716,0.268201037379724,0.565534106107395,0.941002415838093,FALSE,"Not significant"
"Gene0150",84.7874855514352,0.0909320037281643,0.222049969057442,0.530628482484556,0.941002415838093,FALSE,"Not significant"
"Gene0180",87.1682884751099,-0.0817445003120707,0.217703588308336,0.559956598316194,0.941002415838093,FALSE,"Not significant"
"Gene0196",62.0898813281559,-0.0741987882670323,0.238332991200598,0.569920258161049,0.941002415838093,FALSE,"Not significant"
"Gene0216",31.1557217829158,-0.0814486421949187,0.225315502746491,0.568609977985118,0.941002415838093,FALSE,"Not significant"
"Gene0236",110.857146071241,-0.0853208530864283,0.213383212411111,0.55212153725226,0.941002415838093,FALSE,"Not significant"
"Gene0277",59.930049205289,-0.0842419058056821,0.232272486010689,0.542514159254515,0.941002415838093,FALSE,"Not significant"
"Gene0354",96.3337665260417,0.0807978573930283,0.208443873864042,0.572020776001255,0.941002415838093,FALSE,"Not significant"
"Gene0377",37.9525254659599,-0.0786800064794216,0.233787073603386,0.570528243176092,0.941002415838093,FALSE,"Not significant"
"Gene0389",14.7822631109344,0.0789205179919687,0.242261284160625,0.556366029057326,0.941002415838093,FALSE,"Not significant"
"Gene0397",195.272508330539,0.0773686465617116,0.238645591551144,0.558027609224038,0.941002415838093,FALSE,"Not significant"
"Gene0410",94.0986249400715,-0.0891692735738985,0.201044678242111,0.537574382635306,0.941002415838093,FALSE,"Not significant"
"Gene0414",710.098937606379,-0.0840539065896879,0.212150782832597,0.556311167366229,0.941002415838093,FALSE,"Not significant"
"Gene0431",58.144047070677,-0.08752171682027,0.233219198235378,0.528370777564435,0.941002415838093,FALSE,"Not significant"
"Gene0445",461.61805412707,0.088523040846004,0.203529052484851,0.539402430266674,0.941002415838093,FALSE,"Not significant"
"Gene0472",34.4808886213328,0.0846786076155744,0.222523982710268,0.555656013976339,0.941002415838093,FALSE,"Not significant"
"Gene0510",31.1364641317341,0.0803205928248763,0.226252674161575,0.573735547775905,0.941002415838093,FALSE,"Not significant"
"Gene0518",32.0428702327663,0.0852846539610592,0.240006226145947,0.538837976629019,0.941002415838093,FALSE,"Not significant"
"Gene0521",54.2466685053145,0.0829283706257695,0.233607694475508,0.554570478626236,0.941002415838093,FALSE,"Not significant"
"Gene0556",97.3721740279825,0.0842952524709837,0.241084023496414,0.535552673682966,0.941002415838093,FALSE,"Not significant"
"Gene0591",43.5683253807229,0.0840155049687848,0.209980502242267,0.560937644404513,0.941002415838093,FALSE,"Not significant"
"Gene0602",39.1594280905262,0.0885897979797847,0.213089713228698,0.540805171982809,0.941002415838093,FALSE,"Not significant"
"Gene0604",8.22873837587743,0.0714105692752878,0.256962557926453,0.561476832809054,0.941002415838093,FALSE,"Not significant"
"Gene0663",33.399743743939,-0.0872050946915525,0.221090616280582,0.540075861435461,0.941002415838093,FALSE,"Not significant"
"Gene0704",63.2997151500069,0.0825158185135788,0.205551635959854,0.570014076752309,0.941002415838093,FALSE,"Not significant"
"Gene0724",330.855006466503,-0.0817928173651161,0.232585650385795,0.548340403362584,0.941002415838093,FALSE,"Not significant"
"Gene0766",547.837611392791,0.0845348922988546,0.192021887472118,0.555468694658886,0.941002415838093,FALSE,"Not significant"
"Gene0779",267.876060815267,-0.0826167121388015,0.208218701044475,0.567187894821512,0.941002415838093,FALSE,"Not significant"
"Gene0805",61.0819691307887,-0.0857348727151415,0.213303549007823,0.54981433039936,0.941002415838093,FALSE,"Not significant"
"Gene0821",513.116144243979,-0.0900007521397746,0.225458833846498,0.534621431396223,0.941002415838093,FALSE,"Not significant"
"Gene0836",16.0750405397585,0.0839699610514598,0.241509453229284,0.539932489452599,0.941002415838093,FALSE,"Not significant"
"Gene0860",37.5758189135253,0.0809338397664524,0.223881830597758,0.569842851636511,0.941002415838093,FALSE,"Not significant"
"Gene0872",293.144585203629,-0.0899037699598391,0.214618965945835,0.534530765982412,0.941002415838093,FALSE,"Not significant"
"Gene0882",35.4457123977643,-0.0879699065868427,0.234878921640886,0.529663665038981,0.941002415838093,FALSE,"Not significant"
"Gene0891",35.3185915598238,-0.0789635848909808,0.236442673936062,0.564530834491234,0.941002415838093,FALSE,"Not significant"
"Gene0895",22.9851772747437,0.0885455194701824,0.231843950237466,0.535678645866882,0.941002415838093,FALSE,"Not significant"
"Gene0896",87.2219563698965,0.0813053001813152,0.195429572577744,0.572811710176655,0.941002415838093,FALSE,"Not significant"
"Gene0899",71.1541162188803,-0.0838879610069137,0.218554373029022,0.557700866577734,0.941002415838093,FALSE,"Not significant"
"Gene0937",69.2926684861774,0.082502236915011,0.217234790694627,0.565985542570677,0.941002415838093,FALSE,"Not significant"
"Gene0948",78.6806645440443,0.0826940924576362,0.223379335048664,0.562490964893462,0.941002415838093,FALSE,"Not significant"
"Gene0967",74.1876527676183,-0.0870042717611224,0.202232063409541,0.546492072389107,0.941002415838093,FALSE,"Not significant"
"Gene0968",176.500395264827,0.0831931867066357,0.222996230215832,0.563466311372472,0.941002415838093,FALSE,"Not significant"
"Gene0980",52.1666851584389,-0.0850025184892049,0.217829798487803,0.551764747703991,0.941002415838093,FALSE,"Not significant"
"Gene0986",141.209233220113,-0.0850649595157721,0.187265013750782,0.548385291442515,0.941002415838093,FALSE,"Not significant"
"Gene0987",396.1016130072,0.0833063430063985,0.2148268417907,0.561544658811131,0.941002415838093,FALSE,"Not significant"
"Gene0988",68.4474445777172,-0.081149124330567,0.206029987929943,0.572576788058606,0.941002415838093,FALSE,"Not significant"
"Gene0998",34.7035431168602,-0.0837012434112158,0.228412880372061,0.544093583116949,0.941002415838093,FALSE,"Not significant"
"Gene0999",13.7242998685494,-0.0761007568589054,0.242586774228475,0.573415399665938,0.941002415838093,FALSE,"Not significant"
"Gene0461",39.8629054208347,0.0811270143843902,0.204801122100145,0.575665230946644,0.941046137861538,FALSE,"Not significant"
"Gene0555",8.57249972557212,0.0747181746330928,0.246893271904087,0.575004010076468,0.941046137861538,FALSE,"Not significant"
"Gene0174",402.37015947026,0.0783719245006266,0.184772720881733,0.577390426197584,0.942308797870314,FALSE,"Not significant"
"Gene0481",92.4413386174487,0.0792345204331154,0.222014770663586,0.580507914965737,0.944417956274155,FALSE,"Not significant"
"Gene0769",82.481937254907,0.0780814231483193,0.214868995107007,0.581494333416448,0.944417956274155,FALSE,"Not significant"
"Gene0910",11.6681134092158,0.0753178321258036,0.241229996373225,0.581547558514621,0.944417956274155,FALSE,"Not significant"
"Gene0155",24.0794076392436,0.0793572975112359,0.215682204116124,0.583365743047637,0.94581757356412,FALSE,"Not significant"
"Gene0794",69.3782994734262,0.0780311740734413,0.210827754515087,0.585711751070509,0.948066975137044,FALSE,"Not significant"
"Gene0175",199.418217629708,0.0778979807691698,0.208013514592065,0.588894055070413,0.951660490955292,FALSE,"Not significant"
"Gene0897",16.7703597061484,-0.0752610573917525,0.230088735561775,0.592109921020869,0.955296430488809,FALSE,"Not significant"
"Gene0345",135.304391914114,0.0754089682905654,0.221901308014808,0.593180305759437,0.955464694456162,FALSE,"Not significant"
"Gene0367",6.58609062348366,0.0660084339753227,0.252367736371709,0.59894427969811,0.958584742401719,FALSE,"Not significant"
"Gene0428",321.154498557701,-0.0746410544106744,0.223436750394606,0.598994308194401,0.958584742401719,FALSE,"Not significant"
"Gene0721",276.509084772556,-0.0722333900247108,0.172140700916687,0.597651867687577,0.958584742401719,FALSE,"Not significant"
"Gene0944",119.230122653607,-0.0749540240551579,0.217545627844843,0.59897269744307,0.958584742401719,FALSE,"Not significant"
"Gene0120",113.828694703573,0.0754186055242856,0.20375929090294,0.600172001932802,0.958917786609922,FALSE,"Not significant"
"Gene0111",94.725648493679,0.0717573932508168,0.235162080269078,0.60196096600701,0.959845027072219,FALSE,"Not significant"
"Gene0536",73.685296145467,0.0722657417689653,0.221469318426272,0.605093361468803,0.959845027072219,FALSE,"Not significant"
"Gene0547",321.398059632617,0.0731127703078578,0.21008237504235,0.603486894765217,0.959845027072219,FALSE,"Not significant"
"Gene0584",17.3393914396589,0.0692139810188853,0.237561525810507,0.606500945304519,0.959845027072219,FALSE,"Not significant"
"Gene0791",30.0024741470777,-0.0669466912909276,0.245346764977029,0.605365562497053,0.959845027072219,FALSE,"Not significant"
"Gene0817",12.2858771763762,0.0712114897088324,0.235471931919581,0.606575472113384,0.959845027072219,FALSE,"Not significant"
"Gene0508",191.263155127603,-0.0606759662082011,0.242417695843984,0.608295404440919,0.961029001584775,FALSE,"Not significant"
"Gene0209",49.157398867114,0.0625741799280479,0.24212406933735,0.615816630559523,0.962750973926282,FALSE,"Not significant"
"Gene0321",393.73229009309,0.0711842481561006,0.209922418329338,0.621447695777796,0.962750973926282,FALSE,"Not significant"
"Gene0379",126.065613123428,-0.0701867617938112,0.219319480446917,0.621042470604507,0.962750973926282,FALSE,"Not significant"
"Gene0418",100.92618453496,-0.0720416342353395,0.204794337675811,0.616265616695945,0.962750973926282,FALSE,"Not significant"
"Gene0447",13.7585625108931,0.0675365548099258,0.241370757259777,0.61164097359875,0.962750973926282,FALSE,"Not significant"
"Gene0482",256.857910522861,-0.0711372483988942,0.201241372559696,0.615218437474462,0.962750973926282,FALSE,"Not significant"
"Gene0520",29.3462366506741,0.0648164261329719,0.239636566104136,0.61936649781429,0.962750973926282,FALSE,"Not significant"
"Gene0524",468.169609393446,0.0724656303687676,0.186641213786222,0.610731396002293,0.962750973926282,FALSE,"Not significant"
"Gene0620",74.8501928341048,-0.0718450971192187,0.202217545317914,0.613448871424431,0.962750973926282,FALSE,"Not significant"
"Gene0758",98.0690738495894,0.0692897631132331,0.215129530152337,0.622872931001761,0.962750973926282,FALSE,"Not significant"
"Gene0867",46.4173958853165,-0.0713639474391284,0.201015946346245,0.618706254775178,0.962750973926282,FALSE,"Not significant"
"Gene0914",50.6742751802352,0.0707279871713112,0.193119555515348,0.621021852231523,0.962750973926282,FALSE,"Not significant"
"Gene0929",428.122692782392,0.0699460447608157,0.208456747340291,0.623013774836016,0.962750973926282,FALSE,"Not significant"
"Gene0943",33.7513005761424,-0.0727098607790568,0.204494452439714,0.613053670003479,0.962750973926282,FALSE,"Not significant"
"Gene0264",54.2036866082491,0.0704442416424973,0.21772478599003,0.625872586004285,0.96565988698633,FALSE,"Not significant"
"Gene0327",55.5256065203128,-0.0659843775069732,0.231722034363152,0.627946930879305,0.967351268909086,FALSE,"Not significant"
"Gene0698",43.8002518523669,0.0695706172181386,0.202138652422706,0.629114606957504,0.967642840250344,FALSE,"Not significant"
"Gene0123",30.7341008696449,-0.0661112317255164,0.224677283939666,0.631736915423424,0.96909648801476,FALSE,"Not significant"
"Gene0502",640.646117765877,0.0668883069397583,0.221930698479603,0.632019448705278,0.96909648801476,FALSE,"Not significant"
"Gene0813",29.3986261526156,0.0674062114402166,0.218829789155153,0.634507632097057,0.971405647281717,FALSE,"Not significant"
"Gene0117",116.638181980077,0.0670893080785457,0.190010285945147,0.638801191121128,0.972480061705351,FALSE,"Not significant"
"Gene0184",183.739353823669,-0.0677248391345744,0.217227391486144,0.637730277257369,0.972480061705351,FALSE,"Not significant"
"Gene0235",69.2750447772632,-0.0672297554130233,0.206775325699613,0.63927175158982,0.972480061705351,FALSE,"Not significant"
"Gene0417",48.1775584424425,0.0672783223984678,0.201314768409722,0.639853326965192,0.972480061705351,FALSE,"Not significant"
"Gene0689",48.416012387851,0.067289018682665,0.205216513391259,0.640719884654048,0.972480061705351,FALSE,"Not significant"
"Gene0901",46.4462419717564,-0.0668297157885287,0.211779156050889,0.641237073554278,0.972480061705351,FALSE,"Not significant"
"Gene0974",33.6752774142446,-0.0635957225087375,0.233720773040298,0.642092497769054,0.972480061705351,FALSE,"Not significant"
"Gene0210",22.1686887693414,0.064782736772982,0.229649504254125,0.64440844396648,0.973007558905112,FALSE,"Not significant"
"Gene0474",20.317874140791,0.0656557799098821,0.220985397262865,0.643724500469353,0.973007558905112,FALSE,"Not significant"
"Gene0756",194.801360833884,-0.0655447546053525,0.200929545202123,0.645624627545496,0.973357860735511,FALSE,"Not significant"
"Gene0835",58.0585813773428,-0.0645226097706061,0.187784728219754,0.647210976378839,0.974264316040596,FALSE,"Not significant"
"Gene0298",54.9042068906928,-0.0636556584733131,0.217695579004064,0.653312177048496,0.98104599005284,FALSE,"Not significant"
"Gene0350",64.9311653664569,0.0632483928551201,0.193078403426197,0.657424055374485,0.98104599005284,FALSE,"Not significant"
"Gene0401",28.4284971378323,0.0632976552923364,0.221930108666739,0.656162152222198,0.98104599005284,FALSE,"Not significant"
"Gene0427",67.2896856016792,-0.0610784590600387,0.232829868496249,0.654324263996072,0.98104599005284,FALSE,"Not significant"
"Gene0843",107.565390176508,-0.0626051692967002,0.191059046945315,0.65766783761884,0.98104599005284,FALSE,"Not significant"
"Gene0918",318.250439509521,-0.0621454543131258,0.186650132613708,0.655070964449936,0.98104599005284,FALSE,"Not significant"
"Gene0102",108.889249907963,0.0594290909022023,0.217715900096141,0.678087356838563,0.985517365059028,FALSE,"Not significant"
"Gene0129",31.5834780070031,-0.0548034599221007,0.215694914450654,0.698272455958556,0.985517365059028,FALSE,"Not significant"
"Gene0149",36.0992933503067,-0.0563903381322481,0.234636609657615,0.671518333758893,0.985517365059028,FALSE,"Not significant"
"Gene0154",12.4214438389953,0.0505200807975086,0.244052566440137,0.696253863524199,0.985517365059028,FALSE,"Not significant"
"Gene0165",106.719415062148,-0.0502020517693757,0.212883717264762,0.719589621987031,0.985517365059028,FALSE,"Not significant"
"Gene0190",97.1260428104768,-0.0597732480913412,0.206401521221813,0.673588991010407,0.985517365059028,FALSE,"Not significant"
"Gene0217",42.2147738222841,0.057710777733796,0.210292599844444,0.687450053166409,0.985517365059028,FALSE,"Not significant"
"Gene0233",132.846111000447,0.0563162638811077,0.197708832535726,0.694290892749236,0.985517365059028,FALSE,"Not significant"
"Gene0249",19.2834260620011,0.0464261424542973,0.238104463879984,0.720906448253518,0.985517365059028,FALSE,"Not significant"
"Gene0272",15.681759757088,-0.0418501853054644,0.248714981411108,0.716186149147068,0.985517365059028,FALSE,"Not significant"
"Gene0273",59.9522008325566,-0.055230869899497,0.213569366340217,0.695636564333676,0.985517365059028,FALSE,"Not significant"
"Gene0285",43.7072108025556,0.0502625754271587,0.228321640508237,0.718527649197272,0.985517365059028,FALSE,"Not significant"
"Gene0294",25.9978485511883,0.0523235729938038,0.225714663264144,0.704647365436544,0.985517365059028,FALSE,"Not significant"
"Gene0335",185.241650355398,-0.0546753774400115,0.20364110553621,0.702481500374125,0.985517365059028,FALSE,"Not significant"
"Gene0356",32.343271196187,-0.050001564356851,0.216654294150451,0.723018943237349,0.985517365059028,FALSE,"Not significant"
"Gene0360",153.133390403913,-0.0533677872180431,0.216248513227386,0.69661715619303,0.985517365059028,FALSE,"Not significant"
"Gene0365",69.6707426215726,0.0511304564492685,0.201840083883716,0.721622800704742,0.985517365059028,FALSE,"Not significant"
"Gene0399",7.75769839159737,0.0496976149722353,0.245495907518379,0.700714596886128,0.985517365059028,FALSE,"Not significant"
"Gene0400",27.3471927401064,0.0600785795314757,0.218672583457271,0.675311666142461,0.985517365059028,FALSE,"Not significant"
"Gene0403",19.4845155388064,-0.0491218828774449,0.219964126498664,0.724439964001935,0.985517365059028,FALSE,"Not significant"
"Gene0423",61.8376190162626,-0.0510715188748706,0.198867559179162,0.719664097733086,0.985517365059028,FALSE,"Not significant"
"Gene0450",76.9639475678686,-0.0488212048027424,0.224498109098726,0.72202361334101,0.985517365059028,FALSE,"Not significant"
"Gene0451",431.335239763501,-0.0520877208435543,0.214151528094608,0.718327756869915,0.985517365059028,FALSE,"Not significant"
"Gene0464",38.7683283588256,-0.0498255323121912,0.211081053226561,0.722818078040826,0.985517365059028,FALSE,"Not significant"
"Gene0466",659.475166989319,0.0572432824033346,0.187076166096897,0.686328703422065,0.985517365059028,FALSE,"Not significant"
"Gene0468",103.127814599109,0.0577710285135599,0.211834388621899,0.688623894264658,0.985517365059028,FALSE,"Not significant"
"Gene0528",21.6419901433456,-0.0594685415353302,0.212433402604486,0.677083806727163,0.985517365059028,FALSE,"Not significant"
"Gene0530",235.610998319204,0.0480282861522724,0.240871234616162,0.71569631055615,0.985517365059028,FALSE,"Not significant"
"Gene0557",92.030920264131,-0.0510589434543782,0.213656796779936,0.718633140428858,0.985517365059028,FALSE,"Not significant"
"Gene0562",86.6405029276865,0.0550514321737572,0.22185138412892,0.696150228057002,0.985517365059028,FALSE,"Not significant"
"Gene0574",129.692009614654,0.0536798448207036,0.217451617278121,0.707173191791096,0.985517365059028,FALSE,"Not significant"
"Gene0597",38.2352540224601,-0.0556797140583593,0.213936504959626,0.694221515847282,0.985517365059028,FALSE,"Not significant"
"Gene0619",31.2836164280781,-0.0513163175044789,0.217446700695812,0.713980256069729,0.985517365059028,FALSE,"Not significant"
